,tarih,city,city2,title,content
2360,23.11.2024,eskişehir,Eskişehir,Kadına Yönelik Şiddete Dikkat!,"  KADEM, 25 Kasım'da kadına yönelik şiddeti vurguladı; dizi incelemesi ile 3013 şiddet sahnesi tespit edildi.  "
2361,23.11.2024,eskişehir,Eskişehir,Eskişehir'e İlk Kar Düştü,"  Eskişehir'de yılın ilk karı yağdı, şehir beyaza bürünüp vatandaşları mutlu etti.  "
2362,23.11.2024,eskişehir,Eskişehir,Eskişehir'de Kar Yağışı Başladı,"  Eskişehir'de yağmurun ardından kar yağdı, sürücüler uyarıldı.  "
2363,23.11.2024,eskişehir,Eskişehir,Eskişehir'de Kış Mevsiminin İlk Kar Yağışı Başladı,"  Eskişehir'in İnönü ilçesinde kış mevsiminin ilk kar yağışı başladı. Yerleşim yeri beyaza bürünürken, vatandaşlar büyük sevinç yaşadı.  "
2364,23.11.2024,eskişehir,Eskişehir,Mezunlardan Okuluna Bilgisayar Laboratuvarı,"  Eskişehir'de 130 mezun, okullarına 3 bilgisayar laboratuvarı kazandırmak için bir araya geldi.  "
2365,23.11.2024,eskişehir,Eskişehir,"Başkan Ataç, Efsane Kalecileri Andı","  Tepebaşı Belediye Başkanı Ahmet Ataç, genç yaşta hayatını kaybeden kaleci Sinan Alağaç ve Eskişehirsporlu Burhan Tözer'in ölüm yıl dönümlerinde yayımladığı mesajla onları sevgi ve minnetle andı. Ataç, her iki efsane sporcunun Eskişehirspor'a olan katkılarının unutulmayacağını vurguladı.  "
2367,23.11.2024,eskişehir,Eskişehir,Eskişehir'de Öğretmenler Günü Kutlaması,"  Jandarma ekipleri, öğretmenlere çiçek ve pasta ile 24 Kasım'ı kutladı.  "
2368,23.11.2024,eskişehir,Eskişehir,Eskişehir'de Aniden Yağmur,"  Eskişehir'de aniden bastıran sağanak yağış, vatandaşları zor durumda bıraktı.  "
2369,23.11.2024,eskişehir,Eskişehir,Bengisu Hekim'den Modern Kutnu Çantalar,"  Eskişehirli tasarımcı Hekim, kutnu kumaşını modern çanta tasarımlarıyla buluşturdu.  "
2370,23.11.2024,eskişehir,Eskişehir,Ceyda Oskay Can'dan Sanatsal Bebekler,"  Ceyda Oskay Can, yünle yaptığı sanatsal bebeklerle kitap ve film karakterlerine hayat veriyor.  "
2371,23.11.2024,eskişehir,Eskişehir,Eskişehir'de 1.2 Milyon TL'lik Kaçak Makaron Ele Geçirildi,  Eskişehir'de yapılan operasyonla 795 bin 360 dal içi doldurulmuş makaron ele geçirildi.  
2372,23.11.2024,eskişehir,Eskişehir,"Vali Aksoy, Halk Günü Toplantısı Düzenledi","  Eskişehir Valisi Hüseyin Aksoy, vatandaşların sorunlarını dinleyerek çözüm önerileri sundu.  "
2373,23.11.2024,eskişehir,Eskişehir,Eskişehir'de 1 kg Uyuşturucu Ele Geçirildi,"  Polis, H.M. adlı şahsı 1 kilogram metamfetaminle yakalayarak tutukladı.  "
2374,23.11.2024,eskişehir,Eskişehir,TEI'den Öğretmenler Günü Etkinlikleri,"  TEI, Öğretmenler Günü'nde öğretmenleri ziyaret edip iç eğitmenleri kutladı.  "
2375,23.11.2024,eskişehir,Eskişehir,Eskişehir'de Uyuşturucu Operasyonu: Bir Tutuklama,"  Polis, Eskişehir'de düzenlenen operasyonda 1 kg uyuşturucu ele geçirdi, bir kişi tutuklandı.  "
2377,22.11.2024,eskişehir,Eskişehir,Eskişehir'de İstismarcı Yakalandı,"  14 yıl 2 ay cezası olan yabancı uyruklu şahıs, jandarma tarafından yakalanarak cezaevine gönderildi.  "
2378,22.11.2024,eskişehir,Eskişehir,Özel Sağlık Harcamaları Yüzde 100'e Yaklaştı,"  SES, özel sektör sağlık harcamalarının hızla arttığını ve bütçenin yetersizliğini vurguladı.  "
2379,22.11.2024,eskişehir,Eskişehir,Altın Madeni Toplantısında Gerginlik: Üç Kişi İfadesine Çağrıldı,"  Cengiz Holding'in altın madeni projesi nedeniyle üç kişi, halkı galeyana getirme suçlamasıyla ifadeye çağrıldı.  "
2380,22.11.2024,eskişehir,Eskişehir,Emekli Polis Memuruna 5 Yıl Hapis Cezası,  Şerzan Kurt'un ölümü davasında emekli polis Gültekin Şahin 5 yıl 2 ay 15 gün hapis cezası aldı.  
2381,22.11.2024,eskişehir,Eskişehir,AK Parti'den Eskişehir Büyükşehir Belediyesi'ne Depreme Dayanıksız Bina Eleştirisi,"  AK Parti Eskişehir İl Başkanı Gürhan Albayrak, Kent Lokantası'nın bulunduğu binanın depreme dayanıksız olduğunu iddia ederek, belediyenin bu konuda vurdumduymaz davrandığını açıkladı. Albayrak, bina ile ilgili can güvenliğinin tehlikeye atıldığını vurguladı.  "
2382,22.11.2024,eskişehir,Eskişehir,Muğla'da Şerzan Kurt Davasında Ceza Kararı,  Şerzan Kurt'un vurulmasıyla ilgili polis memuruna 5 yıl 2 ay 15 gün hapis cezası verildi.  
2383,22.11.2024,eskişehir,Eskişehir,KESK'ten Yürüyüş Çağrısı: Geçinemiyoruz!,"  KESK Eskişehir, düşük maaşlar ve yüksek enflasyona karşı 24 Kasım'da yürüyüş düzenleyecek.  "
2384,22.11.2024,eskişehir,Eskişehir,Eskişehir'de 44 Düzensiz Göçmen Deport Edildi,"  Eskişehir'de jandarma, 44 düzensiz göçmene 1 milyon 4 bin TL ceza keserek deport yaptı.  "
2385,22.11.2024,eskişehir,Eskişehir,Eskişehir'de Güvenlik Görevlilerine Eğitim,"  Eskişehir'de 719 özel güvenlik görevlisine önemli konularda eğitim verildi, güvenlik artırıldı.  "
2386,22.11.2024,eskişehir,Eskişehir,Eskişehir'de Güvenlik Bilgilendirmesi ve Gölge Oyunu,"  Eskişehir'de 1155 vatandaşa güvenlik bilgilendirmesi yapıldı, 145 öğrenci gölge oyunu izledi.  "
2387,22.11.2024,eskişehir,Eskişehir,Öğretmenler Günü'nde Vali Aksoy'dan Vurgu,"  Eskişehir'de Vali Aksoy, öğretmenliğin kutsal bir meslek olduğunu vurguladı.  "
2388,22.11.2024,eskişehir,Eskişehir,Vali Aksoy'dan Öğretmenler Günü Kutlaması,"  Eskişehir Valisi Aksoy, öğretmenler ile buluşup eşiyle birlikte samimi bir kutlama yaptı.  "
2389,22.11.2024,eskişehir,Eskişehir,Eskişehir'de Uyuşturucu Operasyonu: 9 Gözaltı,  Eskişehir'de düzenlenen uyuşturucu operasyonunda 9 kişi gözaltına alındı. Evlerde yapılan aramalarda çok sayıda uyuşturucu madde ve silah ele geçirildi.  
2390,22.11.2024,eskişehir,Eskişehir,Seyyid Sücaaddin Veli Çalıştayı Düzenlendi,  Eskişehir'de düzenlenen çalıştayda Sücaaddin Veli'nin kültürel önemi vurgulandı.  
2394,22.11.2024,eskişehir,Eskişehir,Eskişehir'de Karla Mücadele Önlemleri Alındı,"  Eskişehir Büyükşehir Belediyesi, beklenen kar yağışı öncesinde kent merkezi ve kırsalda kar ve buzla mücadele için 375 personel ile 7/24 hizmet verecek. Hazırlıklar kapsamında 4 bin 500 ton tuz ve 10 bin ton karışım stoku oluşturuldu.  "
2395,22.11.2024,eskişehir,Eskişehir,Beylikova Sulama Barajı’na Su Basılmaya Başlandı,"  Eskişehir'in Beylikova ilçesinde kış dönemiyle birlikte Beylikova Sulama Barajı'na su basma işlemleri başladı. Belediye Başkanı Hakan Karabacak, tarımsal üretim için hayati olan bu çalışmaların titizlikle sürdüğünü açıkladı.  "
2396,22.11.2024,eskişehir,Eskişehir,Kanseri Yenen Yazarın İlham Verici Hikayesi,"  Emine Yontunç, kanseri yenerek yazdığı kitapla hastalığa karşı mücadele edenlere ilham oldu.  "
2397,22.11.2024,eskişehir,Eskişehir,Emine Yontunç'un Kanserle Mücadelesi,"  Emine Yontunç, kanser günlerini anlattığı 'Var Mısın?' kitabıyla mücadele edenlere umut veriyor.  "
2398,21.11.2024,eskişehir,Eskişehir,Eskişehir'de IPARD-3 Programı Başladı,"  TKDK, Eskişehir'de IPARD-3 ile 11 proje imzalayıp, kırsal kalkınma hedefli yatırımları destekliyor.  "
2399,21.11.2024,eskişehir,Eskişehir,Çocuğuna sigara içiren anneye tepki yağıyor,"  Sosyal medyada paylaşılan bir video tepkilere neden oldu. Eskişehir'de çekildiği öne sürülen videoda bir kadının öz çocuğuna sigara içirdiği anlar yer aldı. Görüntüler kısa sürede yayılırken, ''Sen insan olamazsın'' yorumları yapıldı.  "
2400,21.11.2024,eskişehir,Eskişehir,Sivrihisar'da Diyabet İçin Yürüyüş,"  Diyabet Günü etkinlikleri kapsamında Sivrihisar'da yürüyüş yapıldı, bilgilendirme gerçekleşti.  "
2401,21.11.2024,eskişehir,Eskişehir,Eskişehir Halk Ekmek Fabrikası Robot Teknolojisi ile Üretim Yapıyor,"  Eskişehir Büyükşehir Belediyesi Halk Ekmek Fabrikası, yeni binasında robot teknolojisini üretim sürecine entegre etti. Üretim aşamasında bıçak atma işlemini robotlar gerçekleştirecek, böylece iş gücü maliyetlerinde %66 oranında tasarruf sağlanması hedefleniyor.  "
2402,21.11.2024,eskişehir,Eskişehir,Kiliseye Zorla Girenlere Hapis Cezası,  Eskişehir'de kiliseye zorla girmeye çalışan 2 alkollü şahsa 1 yıl 8 ay hapis cezası verildi.  
2403,21.11.2024,eskişehir,Eskişehir,Alkollü İki Kişiye Hapis Cezası,  Eskişehir'de kiliseye zorla girmeye çalışan iki alkollü sanığa 1 yıl 8 ay hapis cezası verildi.  
2404,21.11.2024,eskişehir,Eskişehir,Erkan Balk Dünya Şampiyonu,"  Erkan Balk, sualtı şampiyonasında iki altın madalya kazanarak Türkiye'yi 1. sıraya yükseltti.  "
2405,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Dünya Çocuk Hakları Günü Kutlaması,"  Eskişehir İl Jandarma Komutanlığı, 'Dünya Çocuk Hakları Günü' kapsamında Odunpazarı'ndaki Şehit Yalçın Baykuş İlkokulu'nu ziyaret etti. Jandarma ekipleri, öğrencilere jandarma maskotu ve köpek eşliğinde etkinlikler düzenleyerek meslek tanıtımı yaptı ve hediyeler dağıttı.  "
2406,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Motosiklet Kazası,"  Kaygan zemin nedeniyle devrilen motosiklet sürücüsü hafif yaralandı, hastaneye kaldırıldı.  "
2407,21.11.2024,eskişehir,Eskişehir,3 Yılda 30 Kemik İliği Nakli,"  ESOGÜ Hastanesi, 3. yılını kutlarken 30 hastaya başarılı kök hücre nakli gerçekleştirdi.  "
2408,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Diş Sağlığı ve İlk Yardım Eğitimi Protokolü,"  Vali Aksoy, diş sağlığı ve ilk yardım eğitimleri için protokolleri imzaladı. 18 bin öğrenci bilinçlendirilecek.  "
2409,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Kilise Tehdidi Davasında Sanıklara Hapis Cezası,"  Eskişehir'de bir kiliseye zorla girmeye çalıştıktan sonra pastörü tehdit eden sanıklar Aykut K. ve Halil D., 1 yıl 8 ay hapis cezasına çarptırıldı. Mahkeme, pastörün şikayetinden vazgeçmesiyle bazı suçlamaları düşürdü.  "
2410,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Çocuk Hakları Günü Kutlandı,"  Eskişehir'de, Dünya Çocuk Hakları Günü etkinlikleriyle çocuk hakları hakkında farkındalık oluşturuldu.  "
2411,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Teknopark Bilgilendirme Toplantısı,  Eskişehir'de ATAP ile Teknopark süreçleri hakkında bilgilendirme toplantısı yapıldı.  
2412,21.11.2024,eskişehir,Eskişehir,Ses Sağlığı Çalıştayı Eskişehir'de Gerçekleşti,"  Eskişehir'de öğretmenler için ses sağlığı çalıştayı düzenlendi, ses bozukluğuna dikkat çekildi.  "
2413,21.11.2024,eskişehir,Eskişehir,Skyriders'dan İhtiyaç Sahiplerine Destek,"  Eskişehir'de Skyriders Motosiklet Kulübü, yardıma muhtaç ailelere erzak ve kıyafet yardımı yaptı.  "
2414,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Kaçakçılık Operasyonu,"  Kaçakçılık operasyonunda 1 kişi gözaltına alındı, çok sayıda gümrük kaçağı cihaz ele geçirildi.  "
2415,21.11.2024,eskişehir,Eskişehir,Eskişehir'de Kaçak Telefon Operasyonu,"  Eskişehir'de 2 milyon TL değerinde kaçak cep telefonları ele geçirildi, 1 şüpheli gözaltında.  "
2416,20.11.2024,eskişehir,Eskişehir,Misyonerlik Faaliyetlerine Dikkat!,"  Eskişehir'de artan misyonerlik aktiviteleri gençleri hedef alıyor, endişeler artıyor.  "
2417,20.11.2024,eskişehir,Eskişehir,Eskişehir'de İlk Yardım Eğitimi Protokolü İmzalandı,  Eskişehir'de okullarda ilk yardım farkındalığını artırmak için protokol imzalandı.  
2418,15:10,gaziantep,Gaziantep,"Gaziantep'te Koca, Eşini Tabancayla Vurarak Öldürdü","  GAZİANTEP'in Nizip ilçesinde Mert Türkmen, tartıştığı eşi Yeşim Türkmen'i tabancayla vurarak öldürdü. Olay sonrası Mert Türkmen gözaltına alındı.  "
2419,15:02,gaziantep,Gaziantep,Furkan Apartmanı Davasında İlk Duruşma,  Gaziantep'te yıkılan Furkan Apartmanı davasının firari sanıkları duruşmaya katılmadı.  
2420,13:16,gaziantep,Gaziantep,TÜGVA'dan Kitap Kurdu Yarışması Tanıtımı,"  TÜGVA, Gaziantep'te Kitap Kurdu yarışmasını tanıttı, gençliğin önemine dikkat çekildi.  "
2421,11:26,gaziantep,Gaziantep,"Gaziantep'te Koca, Karısını Vurdu","  Gaziantep'te bir adam tartıştığı eşini silahla vurup öldürdü, zanlı gözaltına alındı.  "
2422,11:04,gaziantep,Gaziantep,Gaziantep'te silah kaçakçılığı operasyonu,  Gaziantep'te jandarma ekipleri tarafından silah kaçakçılığı ile mücadeleye yönelik yapılan operasyonda 1 şüpheli yakalandı.  
2423,10:49,gaziantep,Gaziantep,Gaziantep'te tartıştığı eşini silahla öldüren koca intihar girişiminde bulundu,"  Gaziantep'in Nizip ilçesinde tartıştığı eşini silahla vurarak öldüren adam, intihar girişiminde bulundu.  "
2424,01:27,gaziantep,Gaziantep,Gaziantep'te Yangın,  Gaziantep'te çatı katındaki mobilya deposunda çıkan yangın büyük hasara yol açtı.  
2425,23:52,gaziantep,Gaziantep,Gaziantep'te Mobilya Deposunda Yangın,  Gaziantep'te bir mobilya deposunda çıkan yangın büyük maddi hasara yol açtı. Soruşturma başlatıldı.  
2426,22:46,gaziantep,Gaziantep,Gaziantep'te Yangın Paniği,  Gaziantep'teki bir mobilya deposunda çıkangyangın itfaiye ekipleri tarafından söndürüldü.  
2427,15:47,gaziantep,Gaziantep,"TAG Otoyolunda Feci Kaza: 1 Ölü, 3 Yaralı","  Gaziantep'te TAG Otoyolu'nda bariyerlere çarpan otomobilde 1 kişi hayatını kaybetti, 3 kişi yaralandı.  "
2428,15:18,gaziantep,Gaziantep,Gaziantep'in ilçelerinde 24 Kasım Öğretmenler Günü kutlandı,"  Gaziantep'in İslahiye ve Nurdağı ilçelerinde 24 Kasım Öğretmenler Günü, törenlerle kutlandı.  "
2429,14:49,gaziantep,Gaziantep,"Gaziantep'te Kaza: 1 Ölü, 3 Yaralı","  GAZİANTEP'in Nurdağı ilçesinde meydana gelen kazada beton bariyerlere çarpan otomobilde 55 yaşındaki Emel Yanar hayatını kaybetti, 3 kişi yaralandı. Kaza sonrası yaralılar hastaneye kaldırıldı, inceleme başlatıldı.  "
2430,14:16,gaziantep,Gaziantep,Gaziantep'te Atıklar Sanata Dönüşüyor,"  GASMEK'te kadınlar, geri dönüşüm atölyesinde atıkları dekoratif eşyalara dönüştürüyor.  "
2431,13:46,gaziantep,Gaziantep,"TAG Otoyolunda Kaza: 1 Ölü, 3 Yaralı",  Tarsus-Adana-Gaziantep Otoyolu'nda bariyerlere çarpan otomobilde 1 kişi hayatını kaybetti.  
2432,13:20,gaziantep,Gaziantep,GKV Öğretmenler Günü Balosu Coşkuyla Kutlandı,"  GKV Özel Okulları, 24 Kasım'da öğretmenler için bir balo düzenleyerek 61. yılını kutladı.  "
2434,12:32,gaziantep,Gaziantep,Zeytin Hırsızı Suçüstü Yakalandı,"  Gaziantep'te zeytin hırsızlığı yapan M.B. tutuklandı, el konulan zeytin sahibine teslim edildi.  "
2435,12:06,gaziantep,Gaziantep,GKV'de Öğretmenler Günü Coşkuyla Kutlandı,"  3. sınıf öğrencilerinin hazırladığı etkinlikler, öğretmenler gününde büyük beğeni topladı.  "
2436,12:06,gaziantep,Gaziantep,Öğretmenler Günü'nde Anlamlı Mesaj,"  Nüket Ersoy, öğretmenliğin saygınlığını vurguladı ve öğretmenlerin eğitimdeki rolüne dikkat çekti.  "
2437,11:46,gaziantep,Gaziantep,"Gaziantep'te 1300 depremzede aile, ""yerinde dönüşüm""le yeni yaşamlarına başladı","  Kahramanmaraş merkezli 6 Şubat 2023'teki depremlerin etkilediği Gaziantep'te ""Yerinde Dönüşüm Projesi""ne başvuran yaklaşık 13 bin vatandaştan 1300'ü yeni evlerine yerleşti.  "
2438,11:16,gaziantep,Gaziantep,Gaziantep Baklavası ve Maraş Dondurması: İkili Lezzet,"  Gaziantep baklavası ve Kahramanmaraş dondurması, Türk mutfağının vazgeçilmez ikilisi olarak damakları şenlendiriyor.  "
2439,10:33,gaziantep,Gaziantep,Gaziantep Büyükşehir Belediyesi'nden Nakşin Özdemir'e Yeni Protez Desteği,"  VAN'ın Tuşba ilçesinde yaşayan ve doğuştan kolları ile bacakları olmayan 15 yaşındaki lise öğrencisi Nakşin Özdemir'in protezleri, Gaziantep Büyükşehir Belediyesi tarafından yenilenecek. Başkan Fatma Şahin'in talimatıyla yeni protezler için ölçümler alındı ve ailenin masrafları karşılanacak.  "
2440,10:10,gaziantep,Gaziantep,Sedef Kakma Ustası Nazım Şengil,"  Nazım Şengil, 40 yıldır sedef kakma sanatını yaşatıyor ve yeni nesillere öğretiyor.  "
2442,23.11.2024,gaziantep,Gaziantep,Çağdaş Atan: Sorumluluk Benim,"  Başakşehir Teknik Direktörü Atan, Gaziantep FK mağlubiyeti sonrası tüm sorumluluğu üstlendi.  "
2443,23.11.2024,gaziantep,Gaziantep,Gaziantep'ten Beklenen Galibiyet,"  Volkan Kazak, Başakşehir maçındaki 3-0'lık galibiyeti beklediklerini belirtti.  "
2444,23.11.2024,gaziantep,Gaziantep,"Gaziantep FK, Başakşehir'i 3-0 Geçti","  Gaziantep FK, Başakşehir'i 3-0 yenerek puanını 15'e çıkardı. Antrenör Kazak galibiyeti bekliyordu.  "
2445,23.11.2024,gaziantep,Gaziantep,"Gaziantep FK, Başakşehir'i 3-0 Yendi","  Gaziantep FK, Süper Lig'de konuk ettiği Başakşehir'i 3-0 mağlup ederek önemli bir galibiyet aldı.  "
2446,23.11.2024,gaziantep,Gaziantep,"Gaziantep FK, Başakşehir FK'yı 3-0 Mağlup Etti","  Süper Lig'in 13. haftasında Gaziantep FK, sahasında Başakşehir FK'yı 3-0 mağlup ederek önemli bir galibiyet elde etti. Goller Kozlowski, Sorescu ve Okereke'den geldi.  "
2447,23.11.2024,gaziantep,Gaziantep,"Gaziantep FK, RAMS Başakşehir'i 3-0 yendi","  RAMS Başakşehir, Trendyol Süper Lig'in 13. haftasında deplasmanda Gaziantep FK'ya 3-0 mağlup oldu. Bu sonuçla birlikte turuncu-lacivertli takımın galibiyet hasreti 6 maça çıktı.  "
2448,23.11.2024,gaziantep,Gaziantep,Nurdağı'nda Ev Yangını: Anne ve Çocuk Hastaneye Kaldırıldı,  Gaziantep'in Nurdağı ilçesinde çıkan yangında dumandan etkilenen anne ve 3 yaşındaki çocuğu tedavi altına alındı.  
2449,23.11.2024,gaziantep,Gaziantep,Gaziantep'te Elektrik Kontağında Yangın: Anne ve Oğlu Dumandan Etkilendi,"  Gaziantep'in Nurdağı ilçesinde 2 katlı evin alt katındaki elektrik kontağında çıkan yangında, anne Arzu Kuş ve 3 yaşındaki oğlu Abidin Kuş dumandan etkilenerek hastaneye kaldırıldı.  "
2450,23.11.2024,gaziantep,Gaziantep,"Gaziantep FK, Başakşehir'i 2-0 Geçti","  Trendyol Süper Lig'de Gaziantep FK, Başakşehir karşısında ilk yarıyı 2-0 önde tamamladı.  "
2451,23.11.2024,gaziantep,Gaziantep,Gaziantep'te yurttaki çocuklara işkence iddiası: 1 kişi gözaltında,"  Gaziantep'te özel bir anaokulunda görev yapan rehber öğretmen, yetiştirme yurdundan gelen 4 yaşındaki iki öğrencinin vücudundaki yaralardan şüphelenince savcılığa şikayette bulundu. Başlatılan soruşturma kapsamında çocuk esirgeme kurumunda görevli bakım personeli gözaltına alındı.  "
2452,23.11.2024,gaziantep,Gaziantep,Türkiye'nin Deprem Haritası Güncelleniyor,"  Türkiye'nin deprem ve diri fay hatları haritasının güncellenmesi için Gaziantep'te yürütülen çalışmalar aralıksız devam ediyor. İçişleri Bakan Yardımcısı Münir Karaloğlu ve AFAD yetkilileri, proje hakkında bilgi verdiler ve Türkiye'nin deprem tehlike haritasını güncelleyerek risk azaltma çalışmalarına katkıda bulunmayı hedefliyor.  "
2453,23.11.2024,gaziantep,Gaziantep,Türkiye'nin Deprem Tehlike Haritası Güncelleniyor,"  İçişleri Bakan Yardımcısı Münir Karaloğlu ve AFAD Bilimsel Destek Kurulu Üyesi Prof. Dr. Hasan Sözbilir, Gaziantep'te devam eden deprem ve diri fay haritaları güncelleme çalışmalarının önemine dikkat çekti.  "
2454,23.11.2024,gaziantep,Gaziantep,11 Yıl Hapis Cezalı Dolandırıcı Yakalandı,"  Gaziantep'te 11 yıl hapis cezası bulunan dolandırıcı, jandarma operasyonuyla yakalandı.  "
2455,23.11.2024,gaziantep,Gaziantep,Diri Faylar Üzerine Proje İncelemesi,"  İçişleri Bakan Yardımcısı Karaloğlu, Gaziantep'te diri fayların belirlenmesi çalışmalarını inceledi.  "
2456,23.11.2024,gaziantep,Gaziantep,CHP'li Zeybek: Türkiye'nin Beşinci Büyük Turizm Destinasyonu Olmalı,"  CHP Genel Başkan Yardımcısı Gökan Zeybek, Türkiye'nin turizm destinasyon sayısının artırılması gerektiğini belirterek, Şanlıurfa ve Gaziantep'in önemli destinasyonlar olarak öne çıkması gerektiğini vurguladı.  "
2457,23.11.2024,gaziantep,Gaziantep,Hayatını Kaybeden Muhabirlere Ödül,"  Anadolu Basın Birliği, kazada ölen İHA muhabiri Tanrıöver'i ödüllendirdi.  "
2458,23.11.2024,gaziantep,Gaziantep,Aslı öğretmen işitme engellilere işaret dilini öğretiyor,"  Gaziantep'te halk eğitim merkezi öğretmeni Aslı Alçık, 15 yıldır işitme engellilere işaret dilini öğretiyor.  "
2460,23.11.2024,gaziantep,Gaziantep,61 Yıldır Terzilik Yapıyor,"  68 yaşındaki Davut Memiş, 7 yaşında terziliğe başladı, 61 yıldır bu mesleği sevgiyle sürdürüyor.  "
2461,23.11.2024,gaziantep,Gaziantep,Öğretmenler Günü Mesajı,"  GAGİAD Başkanı Konukoğlu, Öğretmenler Günü'nde öğretmenlerin eğitimdeki önemini vurguladı.  "
2462,23.11.2024,gaziantep,Gaziantep,Umut Yakup Tanrıöver'e Ödül,"  Anadolu Basın Birliği, trafik kazasında hayatını kaybeden muhabir Tanrıöver'e ödül verdi.  "
2463,23.11.2024,gaziantep,Gaziantep,Gaziantep'te sahte zeytinyağı operasyonu,"  Gaziantep İl Jandarma Komutanlığı, kaçakçılıkla mücadele kapsamında gerçekleştirdiği operasyonla, piyasa değeri yaklaşık 810 bin TL olan bin 800 litre sahte zeytinyağına el koydu.  "
2464,22.11.2024,gaziantep,Gaziantep,GTB'den Öğretmenler Günü Kutlaması,"  GTB başkanları, öğretmenlerin toplumsal gelişimdeki rolünü vurgulayarak 24 Kasım'ı kutladı.  "
2465,22.11.2024,gaziantep,Gaziantep,Gaziantep'te Kaçak Kazı Yapan 3 Şüpheli Yakalandı,"  Gaziantep'in Araban ilçesinde jandarma ekipleri, tarihi eser kaçakçılığına yönelik operasyonda kaçak kazı yapan 3 kişiyi suçüstü yakaladı.  "
2466,22.11.2024,gaziantep,Gaziantep,Gaziantep'te Kaçak Kazı Operasyonu: 3 Gözaltı,"  Gaziantep'te izinsiz kazı yapan 3 şahıs suçüstü yakalanarak gözaltına alındı, ekipman ele geçirildi.  "
2467,22.11.2024,gaziantep,Gaziantep,GAÜN Diş Fakültesi Öğrencileri Beyaz Önlük Giydi,"  GAÜN'de 136 diş hekimliği öğrencisi, beyaz önlük giyerek meslek hayatına ilk adımlarını attı.  "
2468,22.11.2024,gaziantep,Gaziantep,Engelli Genç Efe Cuma'nın İtfaiye Eri Olma Hayali Gerçek Oldu,"  Gaziantep'te bilişsel gelişim geriliği yaşayan 17 yaşındaki Efe Cuma Kamalı, bir günlüğüne itfaiye eri olma hayalini gerçekleştirerek, itfaiye ekipleriyle birlikte vakalara müdahale etti.  "
2469,22.11.2024,gaziantep,Gaziantep,Efe Cuma'nın İtfaiye Eri Olma Hayali Gerçekleşti,"  Gaziantep'te bilişsel gelişim geriliği olan 17 yaşındaki Efe Cuma Kamalı'nın itfaiye eri olma hayali gerçeğe dönüştü. Efe, itfaiye erleriyle bir gün geçirerek hem ekipleri vakaya yönlendirdi hem de vakaya çıktı.  "
2470,22.11.2024,gaziantep,Gaziantep,"Mevlüt Miraç, Lösemiyi Yenerek Sağlığına Kavuştu","  Gaziantep'te 13 yaşındaki Mevlüt Miraç, lösemiyi yenerek arkadaşlarıyla yeniden bir arada.  "
2471,22.11.2024,gaziantep,Gaziantep,Stratejik Müzakereler Forumu Gaziantep'te,"  GİBTÜ Rektörü Prof. Dr. Demir, forumun İslam dünyasında yankı yapacağını söyledi.  "
2472,22.11.2024,gaziantep,Gaziantep,Gaziantep Belediye Başkanı Fatma Şahin'den Öğretmenler Günü Mesajı,"  Gaziantep Büyükşehir Belediye Başkanı Fatma Şahin, 24 Kasım Öğretmenler Günü dolayısıyla yayımladığı mesajında öğretmenlerin önemine ve fedakarca çalışmalarına vurgu yaptı. Şahin, öğretmenlerin geleceğin mimarları olduğunu belirterek, onların çalışma şartlarının iyileştirilmesi gerektiğini ifade etti.  "
2473,22.11.2024,gaziantep,Gaziantep,Yahyalıspor Samandağı'nda Galibiyet Peşinde,"  Yahyalıspor, Samandağı deplasmanında galibiyet arayacak. Maç 24 Kasım'da oynanacak.  "
2474,22.11.2024,gaziantep,Gaziantep,Gaziantep'te Öğretmenler Günü Etkinliği: Kasımpatı Çiçekleri Dağıtıldı,"  Gaziantep Büyükşehir Belediyesi, 24 Kasım Öğretmenler Günü'nde kentteki öğretmenlere özel kasımpatı çiçekleri hediye etti. Belediye Başkanı Fatma Şahin, öğretmenlerin toplum için önemini vurgulayarak, bu jestin onların değerini hatırlatmak amacıyla yapıldığını belirtti.  "
2475,22.11.2024,gaziantep,Gaziantep,Gaziantep'te Firari Jandarma Yakalandı,  Silahla yağma suçundan 30 yıl hapis cezası bulunan E.R. Oğuzeli'nde yakalandı ve tutuklandı.  
2476,22.11.2024,gaziantep,Gaziantep,İzmirli Kadınlar Gaziantep'te 250 Aileye Yardımda Bulundu,"  Siz Yalnız Değilsiniz Biz Buradayız Grubu, Gaziantep'te 250 aileye ihtiyaç malzemesi dağıttı.  "
2477,22.11.2024,gaziantep,Gaziantep,Gaziantep'te Eşini Öldüren Sanığa Ağır Cezası,  Çocuklarının önünde eşini öldüren Eyüp Turan Karabağ'a ağırlaştırılmış müebbet ceza verildi.  
2478,22.11.2024,gaziantep,Gaziantep,GTO'dan Cidde'de Başarılı Ticaret Heyeti,"  GTO, 30 gıda firmasıyla Cidde'de ikili iş görüşmeleri düzenleyerek önemli satış anlaşmaları yaptı.  "
