,tarih,city,city2,title,content,suc_turu_title,suc_turu_content
4769,2023-11-11 00:00:00,narlıdere,i̇zmir,Narlıdere Belediyesi Türk Sanat Müziği Korosu'ndan unutulmaz Atatürk konseri,"  Narlıdere Belediyesi Türk Sanat Müziği Korosu, Türkiye Cumhuriyeti'nin kurucusu Ulu Önder Mustafa Kemal Atatürk'ü, ebediyete uğurlanışının 85'inci yılında unutulmaz bir konserle anıldı. Atatürk'ün Sevdiği Şarkılar konserinde Atatürk'ün en sevdiği şarkılar seslendirildi ve İzmir Marşı ile sona erdi. Aynı zamanda Narlıdere Belediyesi AKM'de Atatürk Resimleri Sergisi ve 'Hayalimdeki Atatürk' sergisi de sanatseverlerin ilgisini çekti.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4770,2024-11-21 00:00:00,narlıdere,i̇zmir,"Litvanya Büyükelçisi Degutis, Narlıdere Belediye Başkanı Uzun'u Ziyaret Etti","  Litvanya Cumhuriyeti'nin Ankara Büyükelçisi Ricardas Degutis, Narlıdere Belediye Başkanı Erman Uzun ile sürdürülebilirlik ve iklim değişikliği konularında işbirlikleri üzerinde görüştü.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4771,2024-11-21 00:00:00,narlıdere,i̇zmir,Spor ve Eğitimde Örnek Kadın: Burcu Özmansur,"  İzmirli öğretmen Burcu Özmansur, dağ koşusu yaparak hem sporcu hem de eğitimci olarak örnek oluyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4772,2024-12-06 00:00:00,narlıdere,i̇zmir,İzmir Narlıdere'de Orman Yangını,"  İzmir'in Narlıdere ilçesinde çıkan orman yangınına havadan ve karadan müdahale ediliyor. Yangın, Narlıdere Mezarlığı'nın yakınındaki ormanda başladı. İzmir Orman Bölge Müdürlüğü'ne ait 4 uçak, 2 helikopter, 25 arazöz, 5 su ikmal ve 4 dozer yangına müdahale ediyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4773,2024-02-20 00:00:00,narman,erzurum,"Erzurum Büyükşehir Belediye Başkanı Mehmet Sekmen, Narman'da Seçim Koordinasyon Merkezi açılışında partililerle buluştu","  Erzurum Büyükşehir Belediye Başkanı Mehmet Sekmen, Narman ilçesinde düzenlenen Seçim Koordinasyon Merkezi açılışında partililerle bir araya geldi. Sekmen, yaptığı konuşmada, Narman'ın kendileri için önemli bir yer olduğunu belirterek, yapılan ve yapılacak projeler hakkında bilgi verdi. Ayrıca, depreme dayanıklı yerleşim yerleri, doğal gaz hizmeti, kadınlara istihdam amaçlı destek kooperatifleri gibi konularda söz verdi.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4774,2024-07-11 00:00:00,narman,erzurum,Erzurum'da Modern Sulama Projesi,"  Narman Yanıktaş Regülatör Sulaması ile 15.640 dekar arazi sulanacak, çiftçilere ek gelir sağlanacak.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4775,2024-08-11 00:00:00,narman,erzurum,Narman Regülatör Sulaması 2025'te Tamamlanacak,  Erzurum'da 15.640 dekar araziyi sulayacak Narman Yanıktaş Regülatör Sulaması 2025'te bitecek.  ,"{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4776,2023-11-02 00:00:00,narman,erzurum,"1983 Erzurum depremini yaşadı, boğasını satıp depremzedeler için bağışladı","  ERZURUM'da 30 Ekim 1983'te meydana gelen 1155 kişinin hayatını kaybettiği 6.9 büyüklüğündeki depremi Narman ilçesinde yaşayan 8 çocuk annesi Nazime Kılıç (67), beslediği büyükbaş hayvanı satarak elde ettiği 23 bin lirayı depremzedelere bağışladı.  ","{
""suç_türü"": ""Hiçbiri""
}","{
   ""suç_türü"": ""Hiçbiri""
}"
4777,2024-04-26 00:00:00,narman,erzurum,Palandöken Masterler Koşu Grubu Narman Peri Bacalarında Koştu,"  Çeşitli mesleklerde çalışan, esnaf, akademisyen, emekli ve yöneticilik yapan 35 ile 70 yaş üzerindeki kişilerin bir araya geldiği Palandöken Masterler Koşu Grubu, Narmanlı Peri Bacaları'nda koştu. Koşunun amacı, Peri Bacalarının doğal güzelliklerini daha büyük kitlelere duyurmak oldu.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4778,2023-07-13 00:00:00,narman,erzurum,Sena doktor toprağa verildi,"  Erzurum'un Oltu ilçesinde trafik kazasında hayatını kaybeden Aile Hekimi Doktor Sena Akyüz, Narman ilçesinde düzenlenen cenaze töreniyle toprağa verildi. Kazada yaralanan eşi ve sağlık çalışanları da törene katıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4779,2024-08-18 00:00:00,narman,erzurum,Erzurum'da Aşık Sümmani Anma Programı düzenlendi,"  Erzurum'da düzenlenen Kültür Yolu Festivali kapsamında Narman ilçesinde Aşık Sümmani Anma Programı gerçekleştirildi. Programa Vali Çiftçi, milletvekilleri ve vatandaşlar katıldı.  ","{""suç_türü"": ""Hiçbiri""}","{
""suç_türü"": ""Hiçbiri""
}"
4780,2023-04-28 00:00:00,narman,erzurum,MHP Erzurum Milletvekili Adayı Mehmet Musa Çakır Seçim Çalışmalarına Devam Ediyor,"  MHP 28. Dönem Erzurum Milletvekili adayı Mehmet Musa Çakır, şehir merkezi ve ilçelerde seçim çalışmalarına ara vermeden devam ediyor. Narman'da da seçim çalışması yapan Çakır, esnaf ve muhtarlarla istişarelerde bulundu. Yakutiye ilçe merkezindeki seçim gezilerinde ise ticari işletmeleri ziyaret ederek destek istedi ve Organize Sanayi Bölgesi'nde Karaz Tekstile görüştü.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4781,2024-06-11 00:00:00,nazilli,aydın,Nazilli'de Ruhsatsız Silah Satışı Önledi,  Aydın'ın Nazilli ilçesinde ruhsatsız silah ve mühimmat satmaya çalışan şüpheli yakalandı.  ,"{""suç_türü"": ""Organize Örgüt Suçları""}","{""suç_türü"": ""Organize Örgüt Suçları""}"
4782,2024-11-23 00:00:00,nazilli,aydın,Nazilli Stadyumu Yenilendi,"  Nazilli Şehir Stadyumu, yenileme çalışmalarıyla modernleşti ve sporcular için ideal hale getirildi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4783,2024-11-22 00:00:00,nazilli,aydın,Nazilli Belediye Başkanı Tetik'ten Öğretmenler Günü Kutlaması,"  Nazilli Belediye Başkanı Dr. Ertuğrul Tetik, NAZGEM öğretmenleriyle bir araya gelerek 24 Kasım Öğretmenler Günü'nü kutladı ve eğitimde fırsat eşitliğinin önemine dikkat çekti.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4784,2024-10-30 00:00:00,nazilli,aydın,Aydın Nazilli'de Cumhuriyet Bayramı Coşkusu,  Nazilli'de 29 Ekim Cumhuriyet Bayramı kutlamaları yürüyüş ve vals gösterileriyle sona erdi. Belediye Meydanı'nın adı 'Cumhuriyet Meydanı' olarak değiştirildi.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4785,2024-03-11 00:00:00,nazilli,aydın,Kadınlara Uyuşturucu Eğitimi,"  Nazilli'deki incir fabrikasındaki 690 kadına, uyuşturucu ile mücadele eğitimi verildi.  ","{""suç_türü"": ""Narkotik Suçları""}","{""suç_türü"": ""Narkotik Suçları""}"
4786,2024-01-11 00:00:00,nazilli,aydın,Aydın'da Uyuşturucu Operasyonu: 4 Tutuklama,"  Nazilli ve Yenipazar'da yapılan uyuşturucu operasyonunda 4 kişi tutuklandı, yüklü miktarda madde ele geçirildi.  ","{""suç_türü"": ""Narkotik Suçları""}","{""suç_türü"": ""Narkotik Suçları""}"
4787,2024-11-20 00:00:00,nazilli,aydın,Nazilli'de Yeni Yol Yapım Çalışmaları Tamamlandı,"  Nazilli Belediyesi, Yeşilyurt Mahallesi'nde Vergi Dairesi'nin batısında yer alan eski toprak yolu parke taşı ile döşeyerek, vatandaşların ulaşımını kolaylaştırdı.  ","{""suç_türü"": ""Hiçbiri""}","{
   ""suç_türü"": ""Hiçbiri""
}"
4788,2024-08-11 00:00:00,nazilli,aydın,Nazilli'de Uyuşturucu Operasyonu: 1 Tutuklama,  Aydın Nazilli'de uyuşturucu ticareti yapan A.S. tutuklandı. Metamfetamin ele geçirildi.  ,"{""suç_türü"": ""Narkotik Suçları""}","{
  ""suç_türü"": ""Narkotik Suçları""
}"
4789,2016-08-23 00:00:00,nazımiye,tunceli,Şehit Uzman Çavuş Murat Durmaz Memleketi Trabzon'da Son Yolculuğuna Uğurlandı,  Tunceli’nin Nazimiye ilçesinde PKK’lı teröristler tarafından İlçe Jandarma Komutanlığı ve Emniyet Amirliği’ne eş zamanlı düzenlenen saldırıda şehit olan Jandarma uzman Çavuş Murat Durmaz’ın cenazesi bugün Trabzon’da düzenlenen cenaze töreninin ardından son yolculuğuna uğurlandı.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Şiddet Suçları""}"
4790,2017-09-25 00:00:00,nazımiye,tunceli,Bakan Soylu'nun Eşinden Şehit Ailesine Ziyaret,"  İÇİŞLERİ Bakanı Süleyman Soylu'nun eşi Hamdiye Soylu, Trabzon'da şehit ve koruyucu aileler ile girişimci kadın ve yaşlı ziyaretlerinde bulundu.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4791,2019-08-23 00:00:00,nazımiye,tunceli,Tunceli'de 3 terörist etkisiz hale getirildi,"  İçişleri Bakanlığı, Tunceli'nin Nazimiye ilçesi kırsalında düzenlenen operasyonda 3 terörist silahlarıyla etkisiz hale getirildiğini açıkladı.  ","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
4792,2021-03-22 00:00:00,nazımiye,tunceli,Son dakika haberi: Tunceli'de teröristlere ait iki sığınak imha edildi,"  Son dakika haberler: Tunceli'de devam eden ""Eren-7 Operasyonu"" kapsamında Nazimiye ilçesi kırsalında teröristlere ait iki sığınak imha edildi.  ","{
""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""
}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
4793,2017-06-19 00:00:00,nazımiye,tunceli,"Gönüllü Gittiği Tunceli'de Şehit Olan Uzman Çavuş Erol, Arkadaşlarına 'Şehit Olacağım' Demiş","  TUNCELİ'nin Nazimiye İlçesi'nde PKK'lı teröristlerle çıkan silahlı çatışmada şehit düşen 31 yaşındaki Jandarma Uzman Çavuş Ahmet Erol'un, Uludağ Jandarma Arama Kurtarma (JAK) timinde çalışırken dilekçe verip gönüllü olarak Tunceli'ne gittiği belirtildi.  ","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
4794,2017-08-13 00:00:00,nazımiye,tunceli,Tunceli'de Orman Yangınları,"  TUNCELİ'nin merkez Nazimiye, Hozat, Ovacık ve Mazgirt ilçelerinde orman yangınları çıktı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4795,2024-11-15 00:00:00,nazımiye,tunceli,Tunceli'de Kaybolan 5 Kız Çocuğu Jandarma Tarafından Bulundu,"  Tunceli'nin Pülümür ile Nazimiye ilçeleri arasındaki ormanda kaybolan 5 kız çocuğu, jandarma ekiplerinin dron yardımıyla bulunarak kurtarıldı. Çocukların sağlık durumlarının iyi olduğu bildirildi.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
4796,2018-10-26 00:00:00,nazımiye,tunceli,Tunceli'de Donma Tehlikesi Geçiren 3 Asker Hastaneye Kaldırıldı,"  Tunceli'nin Nazimiye ilçesi Sarıyayla kırsalında, operasyonda olan JÖH timlerinin bulunduğu yüksek rakımlı tepede dün geceden bu yana etkili olan soğuk hava, tipi ve kar yağışından etkilenerek donma tehlikesi geçiren 3 asker helikopterle alınarak Tunceli Devlet Hastanesi'ne kaldırıldı.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4797,2024-11-17 00:00:00,nevşehir,nevşehir,"Alkollü Sürücü 4 Araca Çarptı, Yaralı Var",  Nevşehir'de alkollü sürücünün 4 araca çarptığı kazada 1 kişi yaralandı. Olay güvenlik kamerasında.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
4798,2024-11-11 00:00:00,nevşehir,nevşehir,Türkiyenin En Büyük Beton Türk Bayrağı Yeniden Boyandı,"  Nevşehir'in Avanos ilçesinde bulunan 1375 metrekarelik Türk bayrağı, mevsimsel yıpranmalardan dolayı yeniden boyandı. 2 buçuk aylık bir çalışmanın ardından muhteşem bir görünüm kazanarak ilk haline döndü.  ","{""suç_türü"": ""Hiçbiri""}","{
   ""suç_türü"": ""Hiçbiri""
}"
4799,2024-11-15 00:00:00,nevşehir,nevşehir,Nevşehir'de Park Halindeki Otomobilde Yangın Çıktı,"  Nevşehir'de, park halindeki G.C.'ye ait otomobilde bilinmeyen bir nedenle yangın çıktı. İtfaiye ekipleri, yangını 10 dakikada söndürdü ve olayla ilgili soruşturma başlatıldı.  ","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
4800,2024-11-18 00:00:00,nevşehir,nevşehir,Alkollü Sürücü Kazadan Sonra İnanmadı,"  Nevşehir'de kaza yapan sürücü, 1,51 promil alkollü çıkmasına rağmen tekrar ölçüm istedi.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
4801,2024-12-11 00:00:00,nevşehir,nevşehir,Nevşehir'de Kaçakçılık Operasyonu,"  Polis, 5 zanlıyı gözaltına alarak 340 emtia, 50 elektronik sigara ve kaçak tütün ele geçirdi.  ","{
  ""suç_türü"": ""Ekonomik Suçlar""
}","{
   ""suç_türü"": ""Ekonomik Suçlar""
}"
4802,2024-11-11 00:00:00,nevşehir,nevşehir,Nevşehir'de Ağaç Dikim Etkinliği,  11 Kasım Milli Ağaçlandırma Günü'nde Nevşehir'de 20 bin fidan toprakla buluştu.  ,"{
   ""suç_türü"" : ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4803,2024-11-23 00:00:00,nevşehir,nevşehir,Kapadokya'da Atlı Nostalji Turizmi,"  Kapadokya'da turistler, özel kostümlerle at sırtında fotoğraf çekerek tarihi anlar yaşıyor.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4804,2024-01-11 00:00:00,nevşehir,nevşehir,Milli Eğitim Bakanı Tekin Nevşehir'de konuştu Açıklaması,"  Milli Eğitim Bakanı Yusuf Tekin, Türkiye'deki 65 binin üzerindeki okulun tamamına yakınının internet altyapısına kavuşturulduğunu belirterek, ""Bu okullarımızın büyük çoğunluğunda internet erişim hizmeti veriyoruz.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Siber Suçlar""}"
4805,2024-06-26 00:00:00,niksar,tokat,Tokat'ta 6. kattan düşen işçi hayatını kaybetti,"  Tokat'ın Niksar ilçesinde bir inşaatın 6'ncı katından yere düşen işçi hayatını kaybetti. İnşaatta çalışan Mahmut Duran'ın dengesini kaybederek düştüğü belirtildi. Olay yerinde hayatını kaybeden Duran'ın cenazesi, polis ekiplerinin incelemesinin ardından Niksar Devlet Hastanesi morguna kaldırıldı. Soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
4806,2024-06-24 00:00:00,niksar,tokat,Tokat'ta trafik kazasında 3 kişi yaralandı,"  Tokat'ın Niksar ilçesinde meydana gelen trafik kazasında, Erzurum'dan İstanbul'a giden bir otomobil sürücüsü direksiyon hakimiyetini kaybederek duvara çarptı. Kazada sürücü ile araçta bulunan 2 kişi yaralandı ve Niksar Devlet Hastanesine kaldırıldı. Kazayla ilgili inceleme başlatıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4807,2024-08-09 00:00:00,niksar,tokat,Niksar'da Patates Yüklü Tırda Yangın,"  Niksar ilçesi sebze halinde, H.T'ye ait 60 NG 210 plakalı, patates yüklü tırda henüz belirlenemeyen nedenle yangın çıktı. Yangını görenler itfaiyeye haber verildi. Niksar Belediyesi itfaiye ekiplerinin yaklaşık 20 dakikalık çalışması sonucu söndürülen yangın nedeniyle tırda hasar oluştu.  ","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
4808,2024-08-16 00:00:00,niksar,tokat,Tokat'ta Otomobil Tarlaya Uçtu: 1 Yaralı,"  Tokat'ın Niksar ilçesinde meydana gelen kazada, bir otomobil tarlaya uçarak ters döndü ve 1 kişi yaralandı. Yaralı, Niksar Devlet Hastanesinde tedavi altına alındı. Polis, kaza ile ilgili inceleme başlattı.  ","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Hiçbiri""}"
4809,2024-02-10 00:00:00,niksar,tokat,Niksar Cevizinde Hasat Başladı,"  Tokat'ın Niksar cevizinin hasadı başladı, rekoltede %30 artış bekleniyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4810,2024-08-27 00:00:00,niksar,tokat,Tokat'ta otomobil kundaklandı,"  Tokat'ın Niksar ilçesinde bir marketin önünde park halindeki otomobilin kundaklanması güvenlik kamerası tarafından kaydedildi. İtfaiye ekipleri yangını söndürdü, polis şüphelinin yakalanması için çalışma başlattı.  ","{
""suç_türü"": ""Mala Karşı İşlenen Suçlar""
}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
4811,2024-08-17 00:00:00,niksar,tokat,Tokat'ın Niksar ilçesinde otomobil yangını,  Tokat'ın Niksar ilçesinde çevre yolu mevkisinde bir otomobilde çıkan yangın sonucunda hasar meydana geldi. Yangını gören vatandaşlar Niksar Belediyesi itfaiye ekiplerine haber verdi ve yangın söndürüldü.  ,"{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Hiçbiri""}"
4812,2024-08-23 00:00:00,niksar,tokat,Tokat'ın Niksar ilçesinde sulama kanalında çöküntü nedeniyle zarar,"  Tokat'ın Niksar ilçesine bağlı Yolkonak beldesinde bulunan sulama kanalında meydana gelen çöküntü, ekili arazilerde zarara yol açtı. Yolkonak Belediye Başkanı Süleyman Özgür, DSİ yetkililerinin müdahalesiyle suyun akmasını önlediklerini belirtti.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4813,2021-03-14 00:00:00,nilüfer,bursa,Nilüfer'de anneler ve çocukları Squash Turnuvası'nda buluştu,  Nilüfer Belediyesi ve Nilüfer Belediyespor iş birliğiyle düzenlenen Squash Turnuvası büyük heyecana sahne oldu.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4814,2022-10-29 00:00:00,nilüfer,bursa,"Ünlü şarkıcı Nilüfer, Cumhuriyet Bayramı dolayısıyla konser verdi","  Bursa Büyükşehir Belediyesi, 29 Ekim Cumhuriyet Bayramı kutlamaları kapsamında ünlü şarkıcı Nilüfer'i konuk etti.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4815,2021-08-02 00:00:00,nilüfer,bursa,"""Erken vedaya duygusal şarkı""","  Aylin Taşar ve Barış Özkırış'ın yeni şarkısı ""Hayal"", Merdiven Records etiketiyle tüm dijital platformlarda yerini aldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4816,2021-07-03 00:00:00,nilüfer,bursa,Son dakika haber... İki gündür kayıp olarak aranan kişi aracında ölü bulundu,  Edinilen son dakika gelişmesine göre Bursa'nın Nilüfer ilçesinde iki gündür haber alınamayan kişinin cesedi bulundu.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
4817,2024-08-26 00:00:00,nilüfer,bursa,''Nilüfer oğlumu kaçırdı'' diyerek ortalığı karıştıran Deniz Uğur geri adım attı,"  Reha Muhtar'ın yalısında düşerek hastaneye kaldırılmasının ardından eski eşi Deniz Uğur, oğlunun Nilüfer ve kızı Ayşe tarafından kaçırıldığını söyleyerek şikayetçi olmuştu. Oğlunun babasının evinde olduğu öğrenen Deniz Uğur, Nilüfer ile konuşarak aralarında sorunu çözdü. Karşılıklı özür dilediklerini söyleyen Uğur, ''Çocukların yararı için süreç anne ve abla arasında yönetilecek'' dedi.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
4818,2021-03-23 00:00:00,nilüfer,bursa,Tekerlekli Sandalye Tamirevi Konak Mahallesi'ne taşındı,"  Nilüfer Belediyesi'nin engellilere hizmet vermek için kurduğu Tekerlekli Sandalye Tamirevi, artık Konak Mahallesi'ndeki yeni yerinde faaliyetine devam ediyor.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4819,2021-07-03 00:00:00,nilüfer,bursa,Bursa'da kayıp alarmı...35 saattir haber alınamayan genç aranıyor,"  Bursa'nın Nilüfer ilçesinde ailesinin kayıp başvurusunda bulunduğu ve yaklaşık 35 saattir haber alınamayan 35 yaşındaki Caner Kurt, arama kurtarma ekipleri tarafından aranıyor.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
4820,2020-12-27 00:00:00,nilüfer,bursa,Şarkıcı Asya: Bu şarkıyı bana Nilüfer buldu,"  ? En son 2014 yılında ""Aşk İz Bırakır"" adlı albümü beğeniye sunmuştunuz. 6 yıl aradan sonra yepyeni bir şarkıyla müzik sektörüne tekrar dönüyorsunuz. Geçen bunca zamanda neler oldu, hayatınızda neler değişti?  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4821,2024-10-25 00:00:00,nizip,gaziantep,Gaziantep'te Nar Hasadı İçin Hazırlıklar Tamamlandı,"  Gaziantep'te çiftçiler, nar hasadı için hazırlıklarını tamamladı ve yüksek rekolte umutları var.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4822,2024-08-20 00:00:00,nizip,gaziantep,"Gaziantep'te trafik kazası: 1 ölü, 5 yaralı","  Gaziantep'in Nizip ilçesinde meydana gelen trafik kazasında bir otomobilin başka bir otomobile çarpması sonucu 1 kişi hayatını kaybetti, 5 kişi yaralandı. Kazayla ilgili soruşturma devam ediyor.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
4823,2024-07-18 00:00:00,nizip,gaziantep,Nizip'teki Furkan Apartmanı davasında karar bekleniyor,"  Kahramanmaraş merkezli depremlerde yıkılan ve 51 kişinin ölümüne neden olan Gaziantep'in Nizip ilçesindeki Furkan Apartmanı'nın yarın görülecek duruşmasında karar bekleniyor. Enkazda ailesini kaybeden Özlem Taşdemir ve Elif Buse Kaplan, adil bir karar ve adalet talep ediyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Şiddet Suçları""}"
4824,2024-08-07 00:00:00,nizip,gaziantep,CHP Nizip İlçe Başkanı Mehmet Bozfırat hayatını kaybetti,"  Gaziantep'in tanınmış siyasi isimlerinden Cumhuriyet Halk Partisi (CHP) Nizip İlçe Başkanı Mehmet Bozfırat, uzun süredir kanser tedavisi gördüğü hastanede hayatını kaybetti.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
4825,2024-01-10 00:00:00,nizip,gaziantep,Nizip Belediyesi'nden Çocuklara Yeni Oyun Alanları,"  Nizip Belediyesi, ilçedeki park çalışmalarını hızlandırarak oyun grubu eksik olan parklara yeni oyun grupları kuruyor. Başkan Ali Doğan, çocukların mutluluğu için bu çalışmalara devam edeceklerini belirtti.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4826,2024-07-06 00:00:00,nizip,gaziantep,"Nizip Belediyesi, Çölyak Hastalarının Glütensiz Gıda İhtiyacını Karşılıyor","  Nizip Belediyesi, çölyak hastası 103 vatandaşın glütensiz gıda ihtiyacını karşılamaya devam ediyor. Belediye Başkanı Ali Doğan, glütensiz gıdaların temininin zor olduğunu belirterek, her ay düzenli olarak desteğin sürdürüleceğini açıkladı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4827,2024-09-24 00:00:00,nizip,gaziantep,"Nizip Belediye Başkanı Ali Doğan, Geçmiş Dönem Başkanlarını Ziyaret Etti","  Nizip Belediye Başkanı Ali Doğan, ilçeye hizmet etmiş geçmiş dönem belediye başkanlarını ziyaret ederek onların çalışmaları hakkında bilgi aldı ve teşekkür etti. Ziyaretler, Nizip'in gelişiminde emeği olan başkanlarla diyaloğu güçlendirmeyi amaçlıyor.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
4828,2024-07-16 00:00:00,nizip,gaziantep,"Gaziantep Büyükşehir Belediye Başkanı Fatma Şahin, Nizip Kongre ve Kültür Merkezini Ziyaret Etti","  Gaziantep Büyükşehir Belediye Başkanı Fatma Şahin, Nizip ilçesinde yer alan Kongre ve Kültür Merkezi'ni ziyaret ederek incelemelerde bulundu. Merkezde bin kişilik konferans salonu, kütüphane, sinema ve sergi salonu gibi birçok alan bulunuyor.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
4829,2024-11-26 13:51:00,niğde,niğde,Niğde'de Öğretmenler Günü Töreni,"  Niğde'de 24 Kasım Öğretmenler Günü töreni düzenlendi, öğretmenlere belgeler verildi.  ","{
""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
4830,2024-11-20 00:00:00,niğde,niğde,Niğde'de Kaybolan Belaruslu Dağcı Kardeşler İçin Arama Kurtarma Çalışmaları Devam Ediyor,  Niğde'nin Çamardı ilçesinde zirve tırmanışı esnasında kaybolan Belaruslu ikiz dağcı kardeşler için başlatılan arama kurtarma faaliyetleri sürüyor. Belirlenen rotalar havadan ve karadan taranıyor.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
4831,2024-11-20 00:00:00,niğde,niğde,Kayıp Belaruslu Dağcı İkiz Kız Kardeşler Bulundu,"  Niğde'nin Aladağlar'ına gitmek üzere yola çıkan Belarus uyruklu ikiz kız kardeşler Valentina ve Maryıa İvankova, arama çalışmalarının 2. gününde Kayseri'nin Yahyalı ilçesinde sağ olarak bulundu. Tedavi altına alınan kardeşlerin sağlık durumunun iyi olduğu bildirildi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
